"a"	"b"	"c"	"d"	"e"	"f"	"g"	"h"	"Y"
10	-0.988531747646457	0.0646430480086921	-1.10578112101623	0.645515614189208	3	2	15	0
3	-2.46082537935264	-0.633728241445342	-0.960057187472374	0.861667454242706	6	2	6	0
2	-0.345442876884254	3.71893642896694	0.676183684929476	0.656632670899853	7	1	9	0
4	-1.45432537185152	4.1374022780231	0.4549310578872	0.516326073557138	2	2	9	1
10	-0.28596969716416	3.04740123344297	0.235304336208693	0.148781583411619	9	1	6	1
2	0.94204947090725	1.73408929147162	-2.3433989210157	0.612765902886167	4	1	6	0
2	0.648061865679998	-0.709908835049514	-1.4375806419115	0.0419668189715594	6	2	25	1
9	1.05755289326058	-0.6753987686778	0.253835139095786	0.498358992626891	7	1	7	1
3	0.412967354254118	-0.389119755173459	0.903455843899443	0.739508221624419	4	1	9	0
10	0.0840358524807386	2.74361733107523	0.650575292921755	0.753899779403582	9	1	11	0
6	1.65228224480624	-0.839337490565144	-2.3325568130094	0.0630937411915511	12	1	2	1
4	0.294716453667427	1.74170327386094	1.73036763944515	0.442481933394447	3	2	24	0
5	0.550260212264119	4.66265849199895	-3.29663946397568	0.500671699177474	9	2	10	0
9	0.858764031385484	1.96952817230751	1.09165951144522	0.270243100356311	5	1	10	1
1	-0.376065021193467	0.841242072827177	2.53528610938639	0.598802149062976	5	3	15	0
1	-0.53174655782197	0.508758887172347	-0.951730352245204	0.73583762627095	3	1	9	0
2	-1.34418691832011	2.00153096191816	0.159150315162828	0.713577811839059	5	2	20	0
5	-0.00361246865010369	-0.700923213258637	3.17667959237795	0.116492936853319	3	2	6	1
8	0.637807743742665	-0.629822962991743	2.91545931417911	0.57512061833404	5	1	9	1
6	-0.495078033414079	-1.27209293672006	-2.32404004304819	0.798131987219676	3	0	21	0
1	0.410293925866591	3.06058098140284	2.38558884890231	0.231823796639219	4	1	5	1
1	0.0583363945199381	-1.12010662535652	1.28506618979605	0.724855825537816	0	0	10	0
7	0.403039662260288	0.311866133940863	0.906770316040413	0.838023197837174	5	1	8	0
1	-0.659413701712849	1.63520758711877	0.0841921505196781	0.118838570779189	9	2	11	1
1	-0.352091681908669	2.28253497947478	-1.29338977406227	0.958950396627188	3	1	18	0
8	-0.44416787578578	1.69187507945407	1.78750260599764	0.747764584375545	10	2	21	0
5	-0.0181509996487097	1.21188314173397	-0.132468332499137	0.810889478772879	4	2	19	0
2	0.448208953768055	-2.18469611305837	0.653974388960452	0.189917723415419	6	0	12	1
5	-0.326900394413499	0.469967269721882	4.43334511594367	0.0259687774814665	1	2	6	1
9	-1.74305919186531	0.528995483430887	0.135629008912427	0.863782292231917	8	0	8	0
9	-0.595205585595441	2.58374083918188	0.0751987834917269	0.919179865391925	4	1	4	0
2	-1.22249159247448	-0.196068650216499	1.68215638634501	0.137627987889573	8	2	9	1
4	-0.743762142668157	1.01317947561664	-1.51522229028302	0.477648621890694	2	2	22	1
8	0.265316244089351	2.5303678835752	1.82161216154912	0.462961500277743	6	2	15	1
3	0.275808460395407	0.171679483679354	4.521195029671	0.700178611092269	3	2	13	0
4	1.5349747731147	-1.09735551881383	-1.75464573898346	0.0655749011784792	5	0	12	1
9	-0.247219905422836	-2.85332177386677	-1.14933714874808	0.733039993327111	8	0	20	1
8	-0.578631078645989	-0.68905926125791	-1.30774559365479	0.395931590348482	6	4	16	1
4	0.000151249717448085	1.30526823961152	-1.07769390167125	0.461487844819203	7	1	10	0
4	-0.816029178286768	1.64980757227129	2.30978064877971	0.725299363257363	6	0	18	0
7	0.602106899009581	0.810073725834142	-0.654403538844323	0.470002647023648	10	2	7	0
1	0.297326688492089	2.58206663319665	-0.187558866012747	0.999523977516219	6	2	17	0
9	0.226201472134701	2.24962416523103	-2.25358775703682	0.845935791730881	3	1	12	0
4	1.01898997422917	-2.44024084304974	1.01190309560816	0.828207303769886	5	2	4	0
3	1.5647769253909	0.210648232839279	-0.968504637646536	0.761644344311208	5	0	9	0
7	-0.416201996966429	-1.99402316843279	3.79532126960708	0.112106491811574	6	0	8	1
8	1.17968916077303	2.72734187776862	0.190660069559079	0.838977019302547	8	2	11	0
10	0.241807961853984	-3.64399547492916	0.695159909479207	0.813850524136797	6	3	9	0
4	1.60386128421946	0.124589714163677	1.5710072085768	0.991412194212899	3	2	6	0
9	1.62430489877973	1.92424488083537	-0.495977006881346	0.0483145248144865	6	2	25	1
7	0.872684626169034	-0.919238038729126	-1.31254350281682	0.746787912445143	6	0	21	0
7	1.66899928729735	1.00401681054032	-0.384639277860412	0.419313521590084	5	2	10	1
4	-0.0792615163527088	-3.29367275901483	0.140228495874535	0.58214389719069	7	2	15	0
3	-1.28809187745977	1.64220243160335	0.806964282647126	0.83073406224139	7	2	10	0
10	-0.154158006264543	1.58393951030323	2.32914002213936	0.0135306273587048	5	1	14	1
3	-1.45712487888191	-1.34481022011603	0.556559682994985	0.0115217631682754	1	1	10	1
9	0.242762744832131	3.00411627120073	0.0711135271787647	0.996445707278326	5	0	24	0
8	-0.19012057756964	0.267977223251671	-2.60126418342895	0.76568966708146	4	0	7	0
5	0.018455707469752	2.44576251286419	2.48932471427718	0.314662610646337	6	3	9	1
6	-0.965208367067033	1.46461344507826	0.618973667809377	0.812011744361371	5	2	20	0
1	0.213035300741619	2.75108176647294	1.85379716185988	0.99121921742335	2	1	9	0
2	0.671279787397212	1.00921755654472	0.0317731667676005	0.200759592931718	4	0	18	1
10	-0.194874400110826	1.46488954229103	-3.30394065226312	0.646037220256403	6	1	45	0
7	-0.0257184856393106	0.601468948287789	1.51709098289051	0.437550728907809	3	1	16	1
5	-0.518380631311892	-1.32907302719519	-2.97837708108265	0.938028261531144	8	2	17	0
6	-0.168231671354089	0.495461377775218	-0.209094397602738	0.98800330539234	3	0	19	0
1	-0.825979233961362	-1.78919493110907	0.25105703559356	0.456319560995325	1	1	7	1
10	-1.01609333853064	1.79188586566344	-2.09656727847199	0.230614943196997	4	2	13	1
6	0.128361154395269	2.19614812875014	-2.06608654533719	0.695489268517122	5	1	10	0
3	-1.12563989741023	4.18889173280111	0.719065443323904	0.556632344610989	3	0	11	1
6	-1.30000112742102	-0.332638568235775	1.25023322150071	0.584710089489818	1	2	7	0
2	0.256876140409344	0.587276121948511	1.12958508189742	0.433631246909499	4	1	6	0
4	0.565205088346731	-1.66868241131736	-0.23351676773967	0.426175052765757	6	2	13	0
3	0.797985196802597	1.314003533769	-2.14880275856988	0.596854395465925	2	2	3	1
9	-1.14738570992142	0.487221345204748	0.704795804278846	0.452085584867746	6	4	17	0
7	1.64726269757525	1.2270621791964	1.2454296072682	0.956608658656478	5	2	7	0
3	-0.19778988663779	6.18663204140289	-1.16046748680716	0.844430350000039	3	1	29	0
7	0.837358396413358	2.76109470395266	1.39790332156931	0.222768602659926	4	1	2	1
6	-1.53362644517243	-0.712946964736224	-1.00667172509522	0.420170177007094	5	2	10	0
3	0.689953063198705	0.402315481535851	5.12522211190555	0.41998293553479	3	1	12	0
2	0.391570765949862	1.60699090745004	1.66343090241097	0.0207908488810062	5	0	10	1
2	0.463020917092721	0.951245203568164	1.92214040967581	0.380447969539091	4	3	8	1
7	1.79332555531801	2.79046941708441	2.37028759025801	0.422348427586257	2	2	16	1
2	0.519430947728194	-0.494665868524872	-0.800589362755079	0.191426063422114	7	1	14	1
7	0.722251062715083	-1.13973555351541	0.976451556348222	0.705329281743616	4	1	3	0
5	0.0833474115941273	1.2993637981076	-2.64596749897223	0.0135204752441496	8	0	20	1
1	0.12128882646358	1.65221520373634	1.06750029274527	0.731203105766326	2	1	7	0
5	0.373988183729635	-1.49364986352229	2.75345231558228	0.432724097976461	7	0	10	1
4	0.536597029097208	5.73771176240898	-4.31476167061879	0.731240093009546	8	3	13	0
9	-0.897978354554385	-0.230946534311603	-1.45859408405678	0.013941552489996	5	1	19	1
8	0.331675947491138	3.42957489619628	-2.14407465531623	0.045313308481127	4	1	27	1
10	-0.482238295337088	1.55958183597598	-5.00043122847036	0.418414376443252	2	2	9	0
9	-1.33294997052859	0.592357111028174	0.169168183192198	0.643840002128854	6	2	14	0
4	-0.0754830334905776	3.04354697291337	5.12689309606062	0.219793785596266	3	0	8	1
8	-1.47360403043834	6.92905767420246	-1.81195091927884	0.833442652830854	5	2	3	0
8	-0.4085335160356	1.29291204195478	-0.80695389032494	0.694767313543707	2	2	23	0
4	0.22471704841063	2.21961521213754	-0.0166547632156312	0.899124485207722	6	1	5	0
6	-1.08832683137102	-1.00477798474676	-0.554184719994492	0.414240285288543	8	2	7	1
10	-1.30923053633598	2.02050515003312	-0.645372823993302	0.411004703259096	6	0	17	1
1	1.4896275070908	0.214369241972098	2.23274835884916	0.250014989404008	4	2	8	1
4	0.32584736769847	4.64616095728809	1.25734527689779	0.373767039040104	1	1	10	1
6	-0.347422964259821	-2.99648987749663	-1.4633422333	0.231892732670531	2	2	1	1
2	1.26139862372381	-4.05960133871988	-3.08501595391743	0.931603164644912	4	3	7	0
5	-0.77789747790894	2.24305499699489	-0.375045939000367	0.47634475515224	5	0	17	0
3	0.522934410328461	0.208632966038467	-0.028372511023887	0.0476650029886514	9	3	11	1
9	-0.330766349975945	1.53166972962598	-1.7923568127787	0.773531056009233	2	1	19	0
10	0.565973475728729	3.50875522629598	1.13837558075408	0.331117329420522	7	1	14	1
6	0.496481801620282	2.01533459378207	-3.84991769221196	0.552876470610499	5	1	12	0
4	0.768580544642106	-0.318270144351307	-0.0694809598135928	0.676330528920516	6	1	12	0
7	0.264429520445632	-2.0330559172634	-0.217351392975332	0.277334370883182	4	0	5	1
8	0.644228647116336	3.61701848215889	-1.72851791801318	0.0528556783683598	5	1	8	1
9	-0.98569291260685	-3.24333379082824	-3.86859386633899	0.42575858370401	6	3	16	1
10	1.0900158278812	1.98419440175403	-0.554227288398238	0.610118482029065	1	2	9	1
10	-1.84160516189901	1.83349394855589	1.03524947491599	0.976046035066247	3	2	17	0
4	-1.92729341246533	-1.82251347116983	0.483850644915405	0.969800120219588	5	1	13	0
3	-0.778456385480729	-0.906406854718039	-1.44446484765787	0.0884845573455095	7	1	7	1
3	0.0613096589302679	-0.805018760695813	-0.159330055441167	0.498380037257448	3	1	9	1
6	0.181297261533259	-0.440562667327872	-0.983319167373336	0.395689367782325	3	2	8	1
4	1.05158435088778	2.51924248009701	-3.6030816333649	0.390331929083914	5	3	11	1
2	1.05589188191053	2.29165652800317	0.229514830316184	0.318499490851536	6	3	8	1
10	-0.564641425947917	1.304875042229	1.92589549311019	0.682575054233894	5	2	10	0
1	0.635182208761523	0.188326722083497	4.87049722174621	0.284614907577634	8	0	14	1
3	0.494845391142779	3.45064393400113	-3.79051259115409	0.39009471423924	6	3	22	1
1	1.19972933370768	4.10441102205145	0.724188162108668	0.990168560296297	2	2	8	0
7	0.0174246634714838	0.678142651846185	0.459825800983538	0.792005731491372	7	1	12	0
8	0.471975404424198	2.52459090804251	-1.17628548104801	0.312405151547864	3	1	14	1
9	-0.454764896205935	3.27267966226872	1.25689193072358	0.817117730388418	3	2	12	0
10	0.132410744417352	-1.39195647592549	0.714187111343541	0.22090977220796	10	0	15	1
2	-0.735154268489338	3.16407242310435	0.987759507815187	0.501073820283636	5	0	17	1
3	-1.80095199467444	2.64432023641521	1.4535192970918	0.166972296312451	4	3	9	1
7	1.13134055221603	1.86699553956384	3.40411722605032	0.119659194489941	6	0	28	1
7	0.662462098677329	0.890728388034454	0.304895856549409	0.89760996773839	4	1	7	0
9	-0.299656492872603	2.61869656616882	-0.301174563251011	0.093714878661558	5	2	4	1
4	-1.08262572015804	1.15504949325134	-2.69172735884832	0.865058556664735	3	2	6	0
5	-1.46738869281305	-1.74968362947456	1.31917185400488	0.276591463712975	7	3	9	1
6	-0.431697990318721	3.24482242920826	-0.159790846611226	0.0272836927324533	6	1	26	1
3	0.481960574219159	0.454162396714418	1.56393639253989	0.787384963361546	3	2	5	0
4	0.672157622670729	-1.45019360743578	-2.57150547056159	0.358660299796611	2	0	19	1
5	-0.0485195714955049	4.71735772474854	0.193212184530798	0.025102965766564	5	0	10	1
7	-0.511806631024453	-0.445276199311043	-1.92460177121671	0.74609359796159	5	0	14	1
7	1.48625346257427	-1.52128322196409	-2.03523916400794	0.029625577153638	5	2	17	1
8	-0.167580249143594	1.27516029174978	0.746208582141744	0.433864830993116	4	3	23	1
4	0.0857137162781852	-1.05285904647393	-2.63029917524772	0.256626832997426	10	2	4	1
10	-0.609407473158241	-1.97397454630433	4.23068522598586	0.498015220975503	6	1	6	1
8	0.364763300222304	3.26499216590003	0.303659258838228	0.65335523057729	9	2	19	0
9	0.674448104728973	-2.43813199692998	1.13851561465753	0.0836568856611848	9	1	28	1
5	0.553610840132049	0.67864019242245	2.89177913041876	0.180472461739555	2	2	9	1
2	0.437346638095735	2.77403499363208	-2.8674839953291	0.104462501592934	5	2	17	0
3	1.32439537706524	-3.17935578285607	0.50328395359844	0.812392983818427	2	3	8	0
2	0.555795638085292	2.27207913985289	-2.75136567592754	0.627502441639081	4	1	13	1
10	-0.783983750660386	0.444026615861792	0.896606730209244	0.630572485970333	10	1	25	0
4	-0.749590418635777	0.561608542760375	-0.204193663321804	0.390889850212261	3	1	17	1
1	-0.635790832607435	-1.30080750752202	0.972552980492753	0.43225357378833	4	2	3	1
5	-0.487606567808275	-0.275016723887631	0.967851443096042	0.348634002264589	3	2	8	1
7	1.81809432754431	-0.577172261494055	-2.11570717143422	0.793557758675888	1	3	6	0
6	-0.584518163162891	0.639697766684524	0.257642350420612	0.886936112074181	6	1	4	0
4	0.0146894237073033	-0.78900341187274	2.45637345047945	0.651127086719498	5	2	4	0
3	0.572111135663056	1.26316735795201	-0.478719254754698	0.592863264260814	11	2	12	0
5	-0.316724469335398	-1.57126089966356	-0.230672012890376	0.327822093851864	9	0	2	1
1	1.30547484957149	-2.53453646543642	3.47576503565217	0.0756893679499626	2	1	12	1
5	-1.31137460456492	1.80431287273693	2.38911638756804	0.591387242078781	4	1	10	0
10	1.20421030755043	1.14187948626839	-0.656695162053487	0.178336763521656	4	2	6	1
3	0.820464320112705	-0.826407299251036	-3.15114195483334	0.741350124124438	8	1	10	0
9	2.28684009052861	3.34193478334715	2.21852998010915	0.293876208132133	7	0	6	1
3	-0.129988785132844	2.62724683001796	-1.97213968730549	0.639185810694471	4	2	7	1
1	0.277238363393011	2.05276503233396	5.34059103480516	0.124822397250682	6	2	24	1
4	1.49631120257041	3.11879776180644	-2.3988138300552	0.255265783751383	5	1	4	1
7	-1.45969588924498	3.86524636061619	-1.79758327112458	0.82057468732819	8	1	13	0
9	-0.117754591445942	-0.152075402048175	2.63453315244011	0.803780392976478	6	2	21	1
8	-0.0208351970249039	1.296042157864	1.39436650557676	0.0458346307277679	1	2	24	1
9	-0.371134607126921	1.09143016495576	-3.09829243567667	0.87553172186017	3	2	11	0
2	0.865995085634793	0.190150075273843	-5.25411295671693	0.128009089967236	3	3	6	1
8	-0.326244355448551	0.676629423666602	-0.503356589141245	0.608831403544173	8	0	11	0
5	-0.592172209123592	-0.767071026203497	2.98174103770143	0.469566873274744	8	1	12	0
9	0.413502687813459	0.422727553458545	-5.50268793416987	0.55729108559899	6	2	16	1
4	-0.170881369023441	-0.165169496505672	2.07736426543865	0.730392784578726	10	1	5	0
10	0.336360660611148	2.61050102001493	-0.172582794252867	0.469858688767999	6	1	20	1
6	-1.54757477672222	-4.94114325937803	1.77183971079948	0.988610059022903	11	2	6	0
10	0.13007710749015	2.25601331967505	-3.37287412130466	0.984668384538963	6	2	26	0
8	1.14795184242058	-1.50650140840564	1.73716481449554	0.393284681020305	4	0	10	0
4	-0.82635466352656	0.0989964062818428	-3.07838162669215	0.608847137540579	5	1	15	1
2	-2.08237883906429	0.23516812866509	-1.55126919382566	0.345483730081469	2	2	14	1
1	0.580062328182527	5.79267977362669	5.23902000510679	0.437112562125549	7	2	21	1
6	-1.89560644763722	-0.633418956618608	-0.101872844267308	0.22913196333684	3	1	10	0
8	-0.25942831076393	-0.459590570907653	1.44562161181923	0.00607224809937179	2	2	4	1
6	1.41972979164475	2.16473091723752	-2.99087169657135	0.0238768882118165	1	2	7	1
3	-0.881310291583059	1.0893046733687	-1.66025638949655	0.0587584283202887	3	4	16	1
8	-1.28448675555723	-2.49887378925963	-1.8938943811842	0.764575645094737	7	0	12	0
7	0.195575938914091	-0.898313165620261	1.60483344336527	0.46904400549829	10	2	6	1
3	0.35363343450663	-3.2452993139598	-0.448886412854448	0.850831880234182	6	3	21	0
2	-0.186670724339901	1.6882895423688	-1.28118139493752	0.581719390582293	5	2	4	1
1	0.365728469898365	3.29574881394973	-1.09342312733596	0.186888262396678	7	3	19	1
7	0.279078241657495	0.175904966575623	1.612344276885	0.609060978516936	9	3	13	0
3	1.43125853418944	-0.859798814997252	-0.480992806584522	0.893341733142734	7	2	19	0
2	1.01713148954142	-1.92299168043945	3.25702628415364	0.794321165885776	5	2	13	0
9	0.941531857574927	3.44078586517774	1.17675475732333	0.504092833958566	9	1	35	0
10	-0.628998931327715	-0.358853874259257	-2.04204012928718	0.423028273740783	5	2	22	0
8	-1.58923834535861	0.348059413081496	-3.23584593826725	0.654381287749857	5	1	5	0
2	-0.142651141271315	-1.96248709869009	2.75232005945064	0.887738514458761	7	2	10	0
5	-1.18358516355262	0.65531050623441	3.69124679657916	0.892016471130773	5	3	10	0
9	1.07182859490814	-3.3234270795337	1.82688594825213	0.178390537854284	5	1	2	1
4	-0.556469370280915	1.99759958011066	0.350576475759208	0.257502424763516	0	2	8	1
2	-0.204979319666542	-2.08271619789391	4.73481915709266	0.113438504748046	10	2	8	1
6	1.98150870929718	0.106596471297006	1.95551126984576	0.797158958623186	8	0	15	0
7	0.0815966702269022	3.10769633835136	0.470559158455262	0.10953848878853	6	2	14	1
1	-1.1072429493257	3.22535595299089	-1.18504711989748	0.829071694752201	6	4	20	0
4	1.00717742135516	2.10152066195486	-0.473740363383316	0.771046296926215	2	2	14	0
4	-1.88610518803513	1.71763840987304	1.67300164518816	0.943689404521137	7	2	19	0
8	1.21898705032084	3.83943673961001	-0.939778097045746	0.466957593569532	4	3	7	0
6	1.72203390567508	3.27712425163794	1.72588013276911	0.939855647506192	7	2	17	0
10	-2.57307640391793	-0.844969070224491	-0.140525707093703	0.78518294240348	2	2	14	0
1	-0.476128707173833	0.824698648246224	1.06615621709974	0.874607875011861	5	1	17	0
10	-0.0636679558700552	1.20162129055291	0.57831032590527	0.394462653435767	2	3	7	0
7	0.0186293495584743	-0.349500839909319	3.417072948724	0.0996991607826203	5	2	19	1
6	0.506037414864887	3.521319391882	-3.0177723375318	0.27696142042987	6	2	18	1
9	0.074958529153235	-0.653175986170257	0.300636655357371	0.722222051117569	6	1	5	0
2	-0.330877281444772	-0.971398235091634	-4.4299959289305	0.356305179418996	7	2	3	0
7	-0.0500190050766679	4.62441689949135	-0.815713412836667	0.382711883401498	4	1	16	1
3	0.57596910155926	2.90091590922012	0.116732659350171	0.0319686508737504	4	1	5	1
1	-0.516104744213038	-1.17018484094412	-2.42410939925695	0.521445286925882	7	2	9	0
10	-0.789066324697234	-2.68584040227843	-2.58210207915375	0.121077910298482	5	3	8	1
5	0.713566728094226	-0.0563287455716921	3.28943059067868	0.885184176499024	6	2	11	0
6	0.460687660354706	-0.775466013525833	-2.58099028944134	0.0746462990064174	10	1	4	1
8	-0.945278743161821	1.30995155630609	-0.959550189463184	0.784227946773171	5	2	12	0
4	1.31552395568623	3.72725998281003	-3.50957128687979	0.854132302571088	4	2	12	0
7	-0.872331718335951	1.50550093837877	2.81431903685829	0.0371781706344336	5	1	12	1
7	-0.292986229826696	0.399769581120463	-1.11415880716426	0.275143509497866	1	2	6	1
4	0.292010597923927	0.948532913433258	-0.0140530308919528	0.642069949069992	6	2	10	0
1	0.171590308036425	0.474585948189572	-1.83523593435118	0.785078359534964	13	2	8	0
9	-1.0525896627241	-1.62179748291049	0.924262322316798	0.400062711909413	7	1	22	1
4	-0.533962028663518	-0.693956383963631	-0.879469808907498	0.935302329715341	3	0	23	0
9	1.43560377330175	1.10332383432623	-2.97943057708753	0.390516970772296	3	1	9	0
3	-0.966340474381154	3.03407318976623	0.666459703449424	0.423959307139739	3	1	7	1
9	-0.397996781263615	-0.3775190631393	1.29913954645947	0.286421701079234	5	0	14	1
1	0.198706668239593	2.34435030085687	-3.56740862984887	0.611748408526182	7	2	4	0
3	-0.0515191077553239	3.12030521849255	1.77296540393827	0.558812738629058	4	1	12	0
7	-0.573371555805397	2.88092913131541	2.23543468183678	0.0399671350605786	11	1	4	1
8	-0.779553283845342	3.48853564697298	1.70237993218314	0.745281946845353	8	2	14	0
3	-1.06948418942537	2.45896587637154	-0.116959264329642	0.206487420713529	4	1	13	1
7	-0.258914973549555	0.957942348119966	-0.267029346469337	0.656495965085924	5	2	8	0
6	0.980878790345334	-0.0168536033712461	-2.28706438888253	0.522414671257138	4	1	6	0
6	1.66037130025731	-1.12258133083487	1.27746739219298	0.633436584845185	5	2	1	0
9	1.05587236721845	1.3427309790006	1.47650827734127	0.617563133826479	8	1	11	0
7	-0.715344929877317	4.97089990334359	-3.44685964729573	0.284895547432825	7	2	11	1
5	1.12536914902054	1.29180498584829	1.20218312464352	0.223807222442701	7	3	12	1
7	0.257102538537488	2.18791081595905	-1.66980427431597	0.539019355317578	5	2	18	0
9	-0.202394029239461	-1.10189315675665	3.55982948043658	0.996371977264062	5	3	4	0
10	-1.22388122857905	2.4747320164458	-1.75170330963113	0.328916536876932	4	2	21	1
2	-0.104916844906647	2.70537225081491	-0.838280695926749	0.323336088331416	13	2	8	1
7	-0.279431249892675	3.25845194364209	2.58301641749909	0.0353235178627074	4	2	7	1
6	1.05123475069176	2.99736302746097	0.964685157027784	0.525611852528527	5	1	6	0
3	0.68947320086377	2.18650846886447	1.20478539915215	0.596806915011257	5	1	13	0
2	1.16814598967627	1.50351866875287	0.749056750938088	0.742086659185588	5	1	12	0
9	-0.651498588328941	2.09572578751336	-2.66528140509347	0.95283712958917	7	1	10	0
10	-1.48392232756149	3.88356963517175	3.06252019712334	0.489621237851679	6	1	13	1
8	-0.898074330119716	0.418969997289291	0.519061370326591	0.0832873454783112	5	2	3	1
8	-0.345535567161159	0.198927451279248	4.83193757304431	0.259927998995408	8	3	7	1
5	-0.601167548760639	-0.214670431082157	-0.588519658038048	0.874846625607461	8	3	10	0
2	-0.0378119927057446	0.838204928575212	1.98405170429296	0.852059136377648	2	3	14	0
6	2.19456247005751	1.36287837584907	0.382269665300076	0.842904664576054	6	1	21	0
8	-2.32506972501896	-0.0299559523339381	-0.391479621179755	0.946903674630448	6	1	15	0
2	0.0819732179348335	0.550024338176103	-8.25826907362542	0.652681634761393	5	2	11	0
7	0.23301239919963	3.48066012548427	-4.90825555440389	0.488155565224588	5	1	5	0
2	-0.00717415248641798	-0.28140521711708	2.32451978442335	0.187756700674072	4	1	12	1
8	-0.51162587594071	-0.305769064465582	-0.0833346769354809	0.71303306077607	3	2	12	0
10	-0.610297634986513	2.60211590165506	-1.07987702954385	0.0850699706934392	3	0	16	1
10	1.08492533012816	3.02375455353343	-2.84196920938091	0.461199405603111	6	2	13	1
6	0.205409904417287	-0.285099043917583	0.192859870559814	0.935907306615263	4	5	8	0
3	0.655701866530337	-1.48323871675874	-0.781840267474147	0.845293667865917	3	3	9	0
7	-1.19602831400027	1.17823260486331	-3.63408077022264	0.716186716919765	2	1	13	0
7	0.105793090357062	-0.641599294722395	-2.40636529824122	0.123806348303333	1	1	21	1
5	-1.69414298743733	-1.05982610291322	2.27520271758376	0.594827461289242	5	1	12	0
8	0.110529358393468	2.98149827574294	-2.80638334151366	0.98985280143097	9	1	8	0
2	-0.475118793302091	3.59199344259496	1.16403816908628	0.6154084878508	3	1	15	0
5	1.12276813943515	4.44432858102481	1.70056964160958	0.273077666992322	4	2	10	1
1	0.280410361212201	-4.19244817752723	-0.541664232721	0.0637068431824446	10	2	9	1
4	1.09664741009533	0.704486436921127	-1.53925225836946	0.072303275577724	2	1	4	1
3	1.51902940050423	3.72640010475545	2.4465226265172	0.873511214042082	6	1	5	0
7	0.718270178031504	0.299594559957181	-3.65108217406189	0.36282499670051	4	2	4	1
4	0.368992518001088	-2.21138812783964	-1.61199357811063	0.945622149156407	7	2	4	0
8	-0.176770782784811	3.18224009683691	0.990235161218761	0.558318939991295	5	0	21	0
7	-1.52189191659968	1.45493546317467	2.67267286430995	0.512661150889471	3	1	9	1
2	0.0425947422271965	2.85791962740942	3.05297378724121	0.9477716635447	7	1	8	0
9	0.301450344916333	2.37229492396653	3.34203427015684	0.109801595564932	2	3	16	1
5	-0.0222006926523443	0.0977998501633444	-1.8325064431584	0.818907550536096	8	3	6	1
5	-1.99739459437849	3.47730060225633	4.45606588551928	0.377342106774449	6	2	11	1
4	-0.388744875922984	1.18071480626507	-4.03873695745315	0.556641047820449	3	3	15	1
10	-0.0099362441477706	1.90811728705997	-0.50598739371308	0.313871186692268	6	1	7	1
6	-0.224558437082932	4.36123130979425	-0.354182265107955	0.0823428803123534	2	2	24	1
5	0.094581503403354	-2.02259604687026	0.702993754715548	0.779937542276457	8	3	15	0
10	2.00020968390143	-0.0182067127052417	-2.35057757389908	0.193234728416428	7	1	13	1
8	-2.21609362771137	2.35282355178919	0.181563184898581	0.655585467582569	2	1	10	1
3	-1.0932060040351	-0.0946903595115134	-4.17841974819845	0.435147053329274	7	1	11	1
2	0.904587162941417	-2.51539570508477	4.48059127722819	0.197148326551542	6	3	6	1
5	0.295731939554567	-1.48715291806956	-0.265499869073771	0.994660422205925	7	2	14	0
3	-0.451686720189212	2.92384368484704	0.623450977054886	0.446742866421118	7	1	19	1
1	-1.2189542122148	0.719500570954366	1.03280659239772	0.0314266642089933	3	2	14	1
4	0.0855252494511631	1.07237178926432	1.05921323951095	0.937016558134928	5	2	15	0
3	-0.173847826476809	1.46703234997888	2.30985084423811	0.870983954286203	2	0	18	0
6	-1.62450262670859	4.35077144539272	0.16965753998847	0.601246283389628	9	3	6	0
5	-0.8730844121218	0.0169648748592971	1.04255466794255	0.299015456344932	3	0	2	0
1	0.400146960008179	0.948713087368484	1.8629800056524	0.809346275171265	2	1	6	0
4	-1.04275846804256	3.32021947496058	-0.171603766637064	0.952142385067418	3	1	10	0
1	0.487605425488028	1.96151092696386	-2.07307729141274	0.852053971262649	6	1	14	0
3	0.664289325631513	-0.716079357000354	-4.0810126536947	0.127309735864401	7	1	6	1
10	-0.142644596681776	-2.17861473710183	3.48488622079504	0.968882349785417	3	4	12	0
7	0.0474548844579296	2.41303218308701	1.33958460645955	0.557101008715108	4	0	8	0
10	0.224360753260357	0.7319315993242	0.55053762485822	0.00536444736644626	7	1	6	1
5	0.524885054739152	2.31210311047176	-3.01979728622353	0.135763919679448	3	0	16	1
9	-1.4796669266279	-1.11674486621155	-0.782275703016067	0.00584710156545043	4	2	14	1
3	-1.06020950300935	3.89720958951946	-1.1628529244724	0.816874062176794	3	4	18	0
6	-0.895765004328872	1.48555579649655	1.64475072750119	0.782163587864488	6	2	2	0
2	0.948393263472602	2.86471142682572	0.850883294886982	0.931066285818815	3	1	8	0
1	2.73260131125037	-0.186542626673633	-2.13232965310687	0.368689882336184	5	1	7	1
8	0.754463474292794	-2.30462505509262	-0.687022987082598	0.974454874172807	3	0	14	0
1	0.788136560273516	1.51611475995574	1.98256874451999	0.823743681889027	4	1	24	0
2	-2.08640497957343	-2.4018205297747	-1.32009705648748	0.787448863266036	7	1	14	0
4	-1.15121853863013	0.0560793362657517	-0.410869160075693	0.62282583466731	3	3	7	1
8	-0.53404814767725	4.87777674649713	-1.43729111791134	0.967354928841814	8	3	6	0
10	0.0242826737977472	0.740032770450134	-0.599461229542253	0.49991849064827	3	1	5	0
